"Población de 16 y más años ocupada de la C.A. de Euskadi por ámbitos territoriales, rama de actividad y periodo"

"ámbitos territoriales";"rama de actividad";"periodo";Población de 16 y más años ocupada de la C.A. de Euskadi
"Arabako Ibarrak / Valles Alaveses";"Educación";"2016";102
"Arabako Ibarrak / Valles Alaveses";"Actividades sanitarias y veterinarias;servicios sociales";"1996";48
"Arabako Ibarrak / Valles Alaveses";"Actividades sanitarias y veterinarias;servicios sociales";"2001";122
"Arabako Ibarrak / Valles Alaveses";"Actividades sanitarias y veterinarias;servicios sociales";"2006";142
"Arabako Ibarrak / Valles Alaveses";"Actividades sanitarias y veterinarias;servicios sociales";"2011";178
"Arabako Ibarrak / Valles Alaveses";"Actividades sanitarias y veterinarias;servicios sociales";"2016";175
"Arabako Ibarrak / Valles Alaveses";"Otras actividades sociales y servicios personales";"1996";52
"Arabako Ibarrak / Valles Alaveses";"Otras actividades sociales y servicios personales";"2001";48
"Arabako Ibarrak / Valles Alaveses";"Otras actividades sociales y servicios personales";"2006";86
"Arabako Ibarrak / Valles Alaveses";"Otras actividades sociales y servicios personales";"2011";78
"Arabako Ibarrak / Valles Alaveses";"Otras actividades sociales y servicios personales";"2016";53
"Arabako Ibarrak / Valles Alaveses";"Hogares que emplean personal doméstico";"1996";1
"Arabako Ibarrak / Valles Alaveses";"Hogares que emplean personal doméstico";"2001";11
"Arabako Ibarrak / Valles Alaveses";"Hogares que emplean personal doméstico";"2006";12
"Arabako Ibarrak / Valles Alaveses";"Hogares que emplean personal doméstico";"2011";20
"Arabako Ibarrak / Valles Alaveses";"Hogares que emplean personal doméstico";"2016";27
"Arabako Ibarrak / Valles Alaveses";"Organismos extraterritoriales";"1996";1
"Arabako Ibarrak / Valles Alaveses";"Organismos extraterritoriales";"2001";1
"Arabako Ibarrak / Valles Alaveses";"Organismos extraterritoriales";"2006";0
"Arabako Ibarrak / Valles Alaveses";"Organismos extraterritoriales";"2011";1
"Arabako Ibarrak / Valles Alaveses";"Organismos extraterritoriales";"2016";0
"Arabako Lautada / Llanada Alavesa";"Total";"1996";82732
"Arabako Lautada / Llanada Alavesa";"Total";"2001";104824
"Arabako Lautada / Llanada Alavesa";"Total";"2006";116471
"Arabako Lautada / Llanada Alavesa";"Total";"2011";111246
"Arabako Lautada / Llanada Alavesa";"Total";"2016";111588
"Arabako Lautada / Llanada Alavesa";"Agricultura, ganadería, caza, silvicultura";"1996";1100
"Arabako Lautada / Llanada Alavesa";"Agricultura, ganadería, caza, silvicultura";"2001";1301
"Arabako Lautada / Llanada Alavesa";"Agricultura, ganadería, caza, silvicultura";"2006";826
"Arabako Lautada / Llanada Alavesa";"Agricultura, ganadería, caza, silvicultura";"2011";963
"Arabako Lautada / Llanada Alavesa";"Agricultura, ganadería, caza, silvicultura";"2016";901
"Arabako Lautada / Llanada Alavesa";"Pesca, acuicultura";"1996";120
"Arabako Lautada / Llanada Alavesa";"Pesca, acuicultura";"2001";25
"Arabako Lautada / Llanada Alavesa";"Pesca, acuicultura";"2006";46
"Arabako Lautada / Llanada Alavesa";"Pesca, acuicultura";"2011";15
"Arabako Lautada / Llanada Alavesa";"Pesca, acuicultura";"2016";4
"Arabako Lautada / Llanada Alavesa";"Industrias extractivas";"1996";65
"Arabako Lautada / Llanada Alavesa";"Industrias extractivas";"2001";79
"Arabako Lautada / Llanada Alavesa";"Industrias extractivas";"2006";78
"Arabako Lautada / Llanada Alavesa";"Industrias extractivas";"2011";57
"Arabako Lautada / Llanada Alavesa";"Industrias extractivas";"2016";39
"Arabako Lautada / Llanada Alavesa";"Industria manufacturera";"1996";28272
"Arabako Lautada / Llanada Alavesa";"Industria manufacturera";"2001";31613
"Arabako Lautada / Llanada Alavesa";"Industria manufacturera";"2006";29821
"Arabako Lautada / Llanada Alavesa";"Industria manufacturera";"2011";23846
"Arabako Lautada / Llanada Alavesa";"Industria manufacturera";"2016";23660
"Arabako Lautada / Llanada Alavesa";"Producción y distribución de energía electrica, gas y agua";"1996";683
"Arabako Lautada / Llanada Alavesa";"Producción y distribución de energía electrica, gas y agua";"2001";528
"Arabako Lautada / Llanada Alavesa";"Producción y distribución de energía electrica, gas y agua";"2006";353
"Arabako Lautada / Llanada Alavesa";"Producción y distribución de energía electrica, gas y agua";"2011";650
"Arabako Lautada / Llanada Alavesa";"Producción y distribución de energía electrica, gas y agua";"2016";1206
"Arabako Lautada / Llanada Alavesa";"Construcción";"1996";4866
"Arabako Lautada / Llanada Alavesa";"Construcción";"2001";7994
"Arabako Lautada / Llanada Alavesa";"Construcción";"2006";10051
"Arabako Lautada / Llanada Alavesa";"Construcción";"2011";7378
"Arabako Lautada / Llanada Alavesa";"Construcción";"2016";5015
"Arabako Lautada / Llanada Alavesa";"Comercio y reparación";"1996";9912
"Arabako Lautada / Llanada Alavesa";"Comercio y reparación";"2001";14457
"Arabako Lautada / Llanada Alavesa";"Comercio y reparación";"2006";17312
"Arabako Lautada / Llanada Alavesa";"Comercio y reparación";"2011";16594
"Arabako Lautada / Llanada Alavesa";"Comercio y reparación";"2016";15280
"Arabako Lautada / Llanada Alavesa";"Hostelería";"1996";3402
"Arabako Lautada / Llanada Alavesa";"Hostelería";"2001";4801
"Arabako Lautada / Llanada Alavesa";"Hostelería";"2006";6313
"Arabako Lautada / Llanada Alavesa";"Hostelería";"2011";7061
"Arabako Lautada / Llanada Alavesa";"Hostelería";"2016";6833
"Arabako Lautada / Llanada Alavesa";"Transporte, almacenamiento y comunicaciones";"1996";4414
"Arabako Lautada / Llanada Alavesa";"Transporte, almacenamiento y comunicaciones";"2001";5616
"Arabako Lautada / Llanada Alavesa";"Transporte, almacenamiento y comunicaciones";"2006";5490
"Arabako Lautada / Llanada Alavesa";"Transporte, almacenamiento y comunicaciones";"2011";7000
"Arabako Lautada / Llanada Alavesa";"Transporte, almacenamiento y comunicaciones";"2016";6858
"Arabako Lautada / Llanada Alavesa";"Intermediación financiera";"1996";2182
"Arabako Lautada / Llanada Alavesa";"Intermediación financiera";"2001";2258
"Arabako Lautada / Llanada Alavesa";"Intermediación financiera";"2006";2660
"Arabako Lautada / Llanada Alavesa";"Intermediación financiera";"2011";2283
"Arabako Lautada / Llanada Alavesa";"Intermediación financiera";"2016";1847
"Arabako Lautada / Llanada Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"1996";6668
"Arabako Lautada / Llanada Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2001";8280
"Arabako Lautada / Llanada Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2006";15003
"Arabako Lautada / Llanada Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2011";14209
"Arabako Lautada / Llanada Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2016";15290
"Arabako Lautada / Llanada Alavesa";"Administración pública";"1996";6209
"Arabako Lautada / Llanada Alavesa";"Administración pública";"2001";8113
"Arabako Lautada / Llanada Alavesa";"Administración pública";"2006";7172
"Arabako Lautada / Llanada Alavesa";"Administración pública";"2011";7941
"Arabako Lautada / Llanada Alavesa";"Administración pública";"2016";8349
"Arabako Lautada / Llanada Alavesa";"Educación";"1996";5595
"Arabako Lautada / Llanada Alavesa";"Educación";"2001";6432
"Arabako Lautada / Llanada Alavesa";"Educación";"2006";6155
"Arabako Lautada / Llanada Alavesa";"Educación";"2011";6348
"Arabako Lautada / Llanada Alavesa";"Educación";"2016";7228
"Arabako Lautada / Llanada Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"1996";6095
"Arabako Lautada / Llanada Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2001";8576
"Arabako Lautada / Llanada Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2006";9196
"Arabako Lautada / Llanada Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2011";10771
"Arabako Lautada / Llanada Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2016";11834
"Arabako Lautada / Llanada Alavesa";"Otras actividades sociales y servicios personales";"1996";2720
"Arabako Lautada / Llanada Alavesa";"Otras actividades sociales y servicios personales";"2001";3312
"Arabako Lautada / Llanada Alavesa";"Otras actividades sociales y servicios personales";"2006";4630
"Arabako Lautada / Llanada Alavesa";"Otras actividades sociales y servicios personales";"2011";4719
"Arabako Lautada / Llanada Alavesa";"Otras actividades sociales y servicios personales";"2016";4697
"Arabako Lautada / Llanada Alavesa";"Hogares que emplean personal doméstico";"1996";428
"Arabako Lautada / Llanada Alavesa";"Hogares que emplean personal doméstico";"2001";1434
"Arabako Lautada / Llanada Alavesa";"Hogares que emplean personal doméstico";"2006";1352
"Arabako Lautada / Llanada Alavesa";"Hogares que emplean personal doméstico";"2011";1404
"Arabako Lautada / Llanada Alavesa";"Hogares que emplean personal doméstico";"2016";2546
"Arabako Lautada / Llanada Alavesa";"Organismos extraterritoriales";"1996";1
"Arabako Lautada / Llanada Alavesa";"Organismos extraterritoriales";"2001";5
"Arabako Lautada / Llanada Alavesa";"Organismos extraterritoriales";"2006";13
"Arabako Lautada / Llanada Alavesa";"Organismos extraterritoriales";"2011";7
"Arabako Lautada / Llanada Alavesa";"Organismos extraterritoriales";"2016";1
"Arabako Mendialdea / Montaña Alavesa";"Total";"1996";1274
"Arabako Mendialdea / Montaña Alavesa";"Total";"2001";1367
"Arabako Mendialdea / Montaña Alavesa";"Total";"2006";1434
"Arabako Mendialdea / Montaña Alavesa";"Total";"2011";1392
"Arabako Mendialdea / Montaña Alavesa";"Total";"2016";1320
"Arabako Mendialdea / Montaña Alavesa";"Agricultura, ganadería, caza, silvicultura";"1996";381
"Arabako Mendialdea / Montaña Alavesa";"Agricultura, ganadería, caza, silvicultura";"2001";294
"Arabako Mendialdea / Montaña Alavesa";"Agricultura, ganadería, caza, silvicultura";"2006";170
"Arabako Mendialdea / Montaña Alavesa";"Agricultura, ganadería, caza, silvicultura";"2011";133
"Arabako Mendialdea / Montaña Alavesa";"Agricultura, ganadería, caza, silvicultura";"2016";146
"Arabako Mendialdea / Montaña Alavesa";"Pesca, acuicultura";"1996";5
"Arabako Mendialdea / Montaña Alavesa";"Pesca, acuicultura";"2001";4
"Arabako Mendialdea / Montaña Alavesa";"Pesca, acuicultura";"2006";4
"Arabako Mendialdea / Montaña Alavesa";"Pesca, acuicultura";"2011";4
"Arabako Mendialdea / Montaña Alavesa";"Pesca, acuicultura";"2016";10
"Arabako Mendialdea / Montaña Alavesa";"Industrias extractivas";"1996";19
"Arabako Mendialdea / Montaña Alavesa";"Industrias extractivas";"2001";15
"Arabako Mendialdea / Montaña Alavesa";"Industrias extractivas";"2006";13
"Arabako Mendialdea / Montaña Alavesa";"Industrias extractivas";"2011";8
"Arabako Mendialdea / Montaña Alavesa";"Industrias extractivas";"2016";7
"Arabako Mendialdea / Montaña Alavesa";"Industria manufacturera";"1996";350
"Arabako Mendialdea / Montaña Alavesa";"Industria manufacturera";"2001";373
"Arabako Mendialdea / Montaña Alavesa";"Industria manufacturera";"2006";413
"Arabako Mendialdea / Montaña Alavesa";"Industria manufacturera";"2011";375
"Arabako Mendialdea / Montaña Alavesa";"Industria manufacturera";"2016";328
"Arabako Mendialdea / Montaña Alavesa";"Producción y distribución de energía electrica, gas y agua";"1996";5
"Arabako Mendialdea / Montaña Alavesa";"Producción y distribución de energía electrica, gas y agua";"2001";2
"Arabako Mendialdea / Montaña Alavesa";"Producción y distribución de energía electrica, gas y agua";"2006";2
"Arabako Mendialdea / Montaña Alavesa";"Producción y distribución de energía electrica, gas y agua";"2011";17
"Arabako Mendialdea / Montaña Alavesa";"Producción y distribución de energía electrica, gas y agua";"2016";11
"Arabako Mendialdea / Montaña Alavesa";"Construcción";"1996";76
"Arabako Mendialdea / Montaña Alavesa";"Construcción";"2001";130
"Arabako Mendialdea / Montaña Alavesa";"Construcción";"2006";149
"Arabako Mendialdea / Montaña Alavesa";"Construcción";"2011";115
"Arabako Mendialdea / Montaña Alavesa";"Construcción";"2016";75
"Arabako Mendialdea / Montaña Alavesa";"Comercio y reparación";"1996";78
"Arabako Mendialdea / Montaña Alavesa";"Comercio y reparación";"2001";99
"Arabako Mendialdea / Montaña Alavesa";"Comercio y reparación";"2006";148
"Arabako Mendialdea / Montaña Alavesa";"Comercio y reparación";"2011";133
"Arabako Mendialdea / Montaña Alavesa";"Comercio y reparación";"2016";124
"Arabako Mendialdea / Montaña Alavesa";"Hostelería";"1996";50
"Arabako Mendialdea / Montaña Alavesa";"Hostelería";"2001";60
"Arabako Mendialdea / Montaña Alavesa";"Hostelería";"2006";87
"Arabako Mendialdea / Montaña Alavesa";"Hostelería";"2011";95
"Arabako Mendialdea / Montaña Alavesa";"Hostelería";"2016";53
"Arabako Mendialdea / Montaña Alavesa";"Transporte, almacenamiento y comunicaciones";"1996";70
"Arabako Mendialdea / Montaña Alavesa";"Transporte, almacenamiento y comunicaciones";"2001";74
"Arabako Mendialdea / Montaña Alavesa";"Transporte, almacenamiento y comunicaciones";"2006";64
"Arabako Mendialdea / Montaña Alavesa";"Transporte, almacenamiento y comunicaciones";"2011";64
"Arabako Mendialdea / Montaña Alavesa";"Transporte, almacenamiento y comunicaciones";"2016";76
"Arabako Mendialdea / Montaña Alavesa";"Intermediación financiera";"1996";13
"Arabako Mendialdea / Montaña Alavesa";"Intermediación financiera";"2001";15
"Arabako Mendialdea / Montaña Alavesa";"Intermediación financiera";"2006";20
"Arabako Mendialdea / Montaña Alavesa";"Intermediación financiera";"2011";19
"Arabako Mendialdea / Montaña Alavesa";"Intermediación financiera";"2016";14
"Arabako Mendialdea / Montaña Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"1996";42
"Arabako Mendialdea / Montaña Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2001";58
"Arabako Mendialdea / Montaña Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2006";106
"Arabako Mendialdea / Montaña Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2011";125
"Arabako Mendialdea / Montaña Alavesa";"Alquiler, inmobiliarias y servicios a empresas";"2016";143
"Arabako Mendialdea / Montaña Alavesa";"Administración pública";"1996";71
"Arabako Mendialdea / Montaña Alavesa";"Administración pública";"2001";92
"Arabako Mendialdea / Montaña Alavesa";"Administración pública";"2006";97
"Arabako Mendialdea / Montaña Alavesa";"Administración pública";"2011";86
"Arabako Mendialdea / Montaña Alavesa";"Administración pública";"2016";99
"Arabako Mendialdea / Montaña Alavesa";"Educación";"1996";37
"Arabako Mendialdea / Montaña Alavesa";"Educación";"2001";54
"Arabako Mendialdea / Montaña Alavesa";"Educación";"2006";46
"Arabako Mendialdea / Montaña Alavesa";"Educación";"2011";69
"Arabako Mendialdea / Montaña Alavesa";"Educación";"2016";73
"Arabako Mendialdea / Montaña Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"1996";40
"Arabako Mendialdea / Montaña Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2001";59
"Arabako Mendialdea / Montaña Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2006";67
"Arabako Mendialdea / Montaña Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2011";89
"Arabako Mendialdea / Montaña Alavesa";"Actividades sanitarias y veterinarias;servicios sociales";"2016";102
"Arabako Mendialdea / Montaña Alavesa";"Otras actividades sociales y servicios personales";"1996";36
"Arabako Mendialdea / Montaña Alavesa";"Otras actividades sociales y servicios personales";"2001";30
"Arabako Mendialdea / Montaña Alavesa";"Otras actividades sociales y servicios personales";"2006";43
"Arabako Mendialdea / Montaña Alavesa";"Otras actividades sociales y servicios personales";"2011";52
"Arabako Mendialdea / Montaña Alavesa";"Otras actividades sociales y servicios personales";"2016";46
"Arabako Mendialdea / Montaña Alavesa";"Hogares que emplean personal doméstico";"1996";1
"Arabako Mendialdea / Montaña Alavesa";"Hogares que emplean personal doméstico";"2001";8
"Arabako Mendialdea / Montaña Alavesa";"Hogares que emplean personal doméstico";"2006";5
"Arabako Mendialdea / Montaña Alavesa";"Hogares que emplean personal doméstico";"2011";8
"Arabako Mendialdea / Montaña Alavesa";"Hogares que emplean personal doméstico";"2016";13
"Arabako Mendialdea / Montaña Alavesa";"Organismos extraterritoriales";"1996";0
"Arabako Mendialdea / Montaña Alavesa";"Organismos extraterritoriales";"2001";0
"Arabako Mendialdea / Montaña Alavesa";"Organismos extraterritoriales";"2006";0
"Arabako Mendialdea / Montaña Alavesa";"Organismos extraterritoriales";"2011";0
"Arabako Mendialdea / Montaña Alavesa";"Organismos extraterritoriales";"2016";0
"Arratia Nerbioi / Arratia-Nervión";"Total";"1996";7182
"Arratia Nerbioi / Arratia-Nervión";"Total";"2001";8698
"Arratia Nerbioi / Arratia-Nervión";"Total";"2006";10218
"Arratia Nerbioi / Arratia-Nervión";"Total";"2011";10086
"Arratia Nerbioi / Arratia-Nervión";"Total";"2016";10201
"Arratia Nerbioi / Arratia-Nervión";"Agricultura, ganadería, caza, silvicultura";"1996";254
"Arratia Nerbioi / Arratia-Nervión";"Agricultura, ganadería, caza, silvicultura";"2001";235
"Arratia Nerbioi / Arratia-Nervión";"Agricultura, ganadería, caza, silvicultura";"2006";182
"Arratia Nerbioi / Arratia-Nervión";"Agricultura, ganadería, caza, silvicultura";"2011";216
"Arratia Nerbioi / Arratia-Nervión";"Agricultura, ganadería, caza, silvicultura";"2016";253
"Arratia Nerbioi / Arratia-Nervión";"Pesca, acuicultura";"1996";16
"Arratia Nerbioi / Arratia-Nervión";"Pesca, acuicultura";"2001";7
"Arratia Nerbioi / Arratia-Nervión";"Pesca, acuicultura";"2006";6
"Arratia Nerbioi / Arratia-Nervión";"Pesca, acuicultura";"2011";3
"Arratia Nerbioi / Arratia-Nervión";"Pesca, acuicultura";"2016";2
"Arratia Nerbioi / Arratia-Nervión";"Industrias extractivas";"1996";14
