"Población de la C.A. de Euskadi por ámbitos territoriales, grupos de países por nacionalidad y periodo"

"ámbitos territoriales";"grupos de países por nacionalidad";"periodo";Población de la C.A. de Euskadi
"Lizartza";"Asia y Oceanía";"2003";-
"Lizartza";"Asia y Oceanía";"2004";-
"Lizartza";"Asia y Oceanía";"2005";-
"Lizartza";"Asia y Oceanía";"2006";1
"Lizartza";"Asia y Oceanía";"2007";1
"Lizartza";"Asia y Oceanía";"2008";1
"Lizartza";"Asia y Oceanía";"2009";1
"Lizartza";"Asia y Oceanía";"2010";2
"Lizartza";"Asia y Oceanía";"2011";2
"Lizartza";"Asia y Oceanía";"2012";2
"Lizartza";"Asia y Oceanía";"2013";2
"Lizartza";"Asia y Oceanía";"2014";2
"Lizartza";"Asia y Oceanía";"2015";2
"Lizartza";"Asia y Oceanía";"2016";2
"Lizartza";"Asia y Oceanía";"2017";2
"Lizartza";"Asia y Oceanía";"2018";2
"Lizartza";"Asia y Oceanía";"2019";1
"Lizartza";"Asia y Oceanía";"2020";1
"Lizartza";"Asia y Oceanía";"2021";1
"Loiu";"Total";"2001";1832
"Loiu";"Total";"2002";2081
"Loiu";"Total";"2003";1949
"Loiu";"Total";"2004";1994
"Loiu";"Total";"2005";2037
"Loiu";"Total";"2006";2085
"Loiu";"Total";"2007";2110
"Loiu";"Total";"2008";2074
"Loiu";"Total";"2009";2215
"Loiu";"Total";"2010";2447
"Loiu";"Total";"2011";2416
"Loiu";"Total";"2012";2420
"Loiu";"Total";"2013";2402
"Loiu";"Total";"2014";2298
"Loiu";"Total";"2015";2311
"Loiu";"Total";"2016";2277
"Loiu";"Total";"2017";2300
"Loiu";"Total";"2018";2336
"Loiu";"Total";"2019";2355
"Loiu";"Total";"2020";2311
"Loiu";"Total";"2021";2259
"Loiu";"España";"2001";1781
"Loiu";"España";"2002";1850
"Loiu";"España";"2003";1814
"Loiu";"España";"2004";1834
"Loiu";"España";"2005";1908
"Loiu";"España";"2006";1929
"Loiu";"España";"2007";1934
"Loiu";"España";"2008";1967
"Loiu";"España";"2009";2011
"Loiu";"España";"2010";2239
"Loiu";"España";"2011";2222
"Loiu";"España";"2012";2230
"Loiu";"España";"2013";2218
"Loiu";"España";"2014";2137
"Loiu";"España";"2015";2178
"Loiu";"España";"2016";2133
"Loiu";"España";"2017";2132
"Loiu";"España";"2018";2130
"Loiu";"España";"2019";2097
"Loiu";"España";"2020";2043
"Loiu";"España";"2021";2017
"Loiu";"Europa del Este";"2001";2
"Loiu";"Europa del Este";"2002";4
"Loiu";"Europa del Este";"2003";-
"Loiu";"Europa del Este";"2004";1
"Loiu";"Europa del Este";"2005";9
"Loiu";"Europa del Este";"2006";12
"Loiu";"Europa del Este";"2007";9
"Loiu";"Europa del Este";"2008";16
"Loiu";"Europa del Este";"2009";17
"Loiu";"Europa del Este";"2010";9
"Loiu";"Europa del Este";"2011";9
"Loiu";"Europa del Este";"2012";10
"Loiu";"Europa del Este";"2013";11
"Loiu";"Europa del Este";"2014";9
"Loiu";"Europa del Este";"2015";9
"Loiu";"Europa del Este";"2016";11
"Loiu";"Europa del Este";"2017";13
"Loiu";"Europa del Este";"2018";15
"Loiu";"Europa del Este";"2019";10
"Loiu";"Europa del Este";"2020";17
"Loiu";"Europa del Este";"2021";18
"Loiu";"Resto de Europa";"2001";3
"Loiu";"Resto de Europa";"2002";2
"Loiu";"Resto de Europa";"2003";3
"Loiu";"Resto de Europa";"2004";6
"Loiu";"Resto de Europa";"2005";10
"Loiu";"Resto de Europa";"2006";11
"Loiu";"Resto de Europa";"2007";19
"Loiu";"Resto de Europa";"2008";15
"Loiu";"Resto de Europa";"2009";41
"Loiu";"Resto de Europa";"2010";45
"Loiu";"Resto de Europa";"2011";45
"Loiu";"Resto de Europa";"2012";46
"Loiu";"Resto de Europa";"2013";49
"Loiu";"Resto de Europa";"2014";35
"Loiu";"Resto de Europa";"2015";29
"Loiu";"Resto de Europa";"2016";26
"Loiu";"Resto de Europa";"2017";14
"Loiu";"Resto de Europa";"2018";23
"Loiu";"Resto de Europa";"2019";27
"Loiu";"Resto de Europa";"2020";26
"Loiu";"Resto de Europa";"2021";36
"Loiu";"Paises del Magreb";"2001";28
"Loiu";"Paises del Magreb";"2002";207
"Loiu";"Paises del Magreb";"2003";115
"Loiu";"Paises del Magreb";"2004";129
"Loiu";"Paises del Magreb";"2005";86
"Loiu";"Paises del Magreb";"2006";90
"Loiu";"Paises del Magreb";"2007";92
"Loiu";"Paises del Magreb";"2008";13
"Loiu";"Paises del Magreb";"2009";87
"Loiu";"Paises del Magreb";"2010";80
"Loiu";"Paises del Magreb";"2011";71
"Loiu";"Paises del Magreb";"2012";66
"Loiu";"Paises del Magreb";"2013";56
"Loiu";"Paises del Magreb";"2014";57
"Loiu";"Paises del Magreb";"2015";52
"Loiu";"Paises del Magreb";"2016";51
"Loiu";"Paises del Magreb";"2017";70
"Loiu";"Paises del Magreb";"2018";78
"Loiu";"Paises del Magreb";"2019";109
"Loiu";"Paises del Magreb";"2020";135
"Loiu";"Paises del Magreb";"2021";117
"Loiu";"Resto de Africa";"2001";4
"Loiu";"Resto de Africa";"2002";2
"Loiu";"Resto de Africa";"2003";1
"Loiu";"Resto de Africa";"2004";2
"Loiu";"Resto de Africa";"2005";2
"Loiu";"Resto de Africa";"2006";7
"Loiu";"Resto de Africa";"2007";6
"Loiu";"Resto de Africa";"2008";2
"Loiu";"Resto de Africa";"2009";4
"Loiu";"Resto de Africa";"2010";20
"Loiu";"Resto de Africa";"2011";14
"Loiu";"Resto de Africa";"2012";12
"Loiu";"Resto de Africa";"2013";11
"Loiu";"Resto de Africa";"2014";3
"Loiu";"Resto de Africa";"2015";2
"Loiu";"Resto de Africa";"2016";5
"Loiu";"Resto de Africa";"2017";16
"Loiu";"Resto de Africa";"2018";21
"Loiu";"Resto de Africa";"2019";31
"Loiu";"Resto de Africa";"2020";20
"Loiu";"Resto de Africa";"2021";7
"Loiu";"América del Sur";"2001";8
"Loiu";"América del Sur";"2002";10
"Loiu";"América del Sur";"2003";11
"Loiu";"América del Sur";"2004";14
"Loiu";"América del Sur";"2005";14
"Loiu";"América del Sur";"2006";29
"Loiu";"América del Sur";"2007";43
"Loiu";"América del Sur";"2008";52
"Loiu";"América del Sur";"2009";47
"Loiu";"América del Sur";"2010";44
"Loiu";"América del Sur";"2011";41
"Loiu";"América del Sur";"2012";40
"Loiu";"América del Sur";"2013";40
"Loiu";"América del Sur";"2014";37
"Loiu";"América del Sur";"2015";22
"Loiu";"América del Sur";"2016";28
"Loiu";"América del Sur";"2017";25
"Loiu";"América del Sur";"2018";35
"Loiu";"América del Sur";"2019";40
"Loiu";"América del Sur";"2020";31
"Loiu";"América del Sur";"2021";38
"Loiu";"Resto de América";"2001";3
"Loiu";"Resto de América";"2002";3
"Loiu";"Resto de América";"2003";2
"Loiu";"Resto de América";"2004";3
"Loiu";"Resto de América";"2005";3
"Loiu";"Resto de América";"2006";2
"Loiu";"Resto de América";"2007";2
"Loiu";"Resto de América";"2008";3
"Loiu";"Resto de América";"2009";2
"Loiu";"Resto de América";"2010";4
"Loiu";"Resto de América";"2011";1
"Loiu";"Resto de América";"2012";7
"Loiu";"Resto de América";"2013";8
"Loiu";"Resto de América";"2014";9
"Loiu";"Resto de América";"2015";8
"Loiu";"Resto de América";"2016";14
"Loiu";"Resto de América";"2017";11
"Loiu";"Resto de América";"2018";11
"Loiu";"Resto de América";"2019";15
"Loiu";"Resto de América";"2020";19
"Loiu";"Resto de América";"2021";14
"Loiu";"Asia y Oceanía";"2001";3
"Loiu";"Asia y Oceanía";"2002";3
"Loiu";"Asia y Oceanía";"2003";3
"Loiu";"Asia y Oceanía";"2004";5
"Loiu";"Asia y Oceanía";"2005";5
"Loiu";"Asia y Oceanía";"2006";5
"Loiu";"Asia y Oceanía";"2007";5
"Loiu";"Asia y Oceanía";"2008";6
"Loiu";"Asia y Oceanía";"2009";6
"Loiu";"Asia y Oceanía";"2010";6
"Loiu";"Asia y Oceanía";"2011";13
"Loiu";"Asia y Oceanía";"2012";9
"Loiu";"Asia y Oceanía";"2013";9
"Loiu";"Asia y Oceanía";"2014";11
"Loiu";"Asia y Oceanía";"2015";11
"Loiu";"Asia y Oceanía";"2016";9
"Loiu";"Asia y Oceanía";"2017";19
"Loiu";"Asia y Oceanía";"2018";23
"Loiu";"Asia y Oceanía";"2019";26
"Loiu";"Asia y Oceanía";"2020";20
"Loiu";"Asia y Oceanía";"2021";12
"Mallabia";"Total";"2001";1136
"Mallabia";"Total";"2002";1129
"Mallabia";"Total";"2003";1137
"Mallabia";"Total";"2004";1123
"Mallabia";"Total";"2005";1130
"Mallabia";"Total";"2006";1140
"Mallabia";"Total";"2007";1155
"Mallabia";"Total";"2008";1165
"Mallabia";"Total";"2009";1170
"Mallabia";"Total";"2010";1177
"Mallabia";"Total";"2011";1183
"Mallabia";"Total";"2012";1195
"Mallabia";"Total";"2013";1211
"Mallabia";"Total";"2014";1209
"Mallabia";"Total";"2015";1214
"Mallabia";"Total";"2016";1175
"Mallabia";"Total";"2017";1179
"Mallabia";"Total";"2018";1173
"Mallabia";"Total";"2019";1174
"Mallabia";"Total";"2020";1190
"Mallabia";"Total";"2021";1180
"Mallabia";"España";"2001";1127
"Mallabia";"España";"2002";1116
"Mallabia";"España";"2003";1119
"Mallabia";"España";"2004";1109
"Mallabia";"España";"2005";1114
"Mallabia";"España";"2006";1119
"Mallabia";"España";"2007";1131
"Mallabia";"España";"2008";1136
"Mallabia";"España";"2009";1136
"Mallabia";"España";"2010";1146
"Mallabia";"España";"2011";1145
"Mallabia";"España";"2012";1156
"Mallabia";"España";"2013";1166
"Mallabia";"España";"2014";1164
"Mallabia";"España";"2015";1164
"Mallabia";"España";"2016";1143
"Mallabia";"España";"2017";1146
"Mallabia";"España";"2018";1134
"Mallabia";"España";"2019";1133
"Mallabia";"España";"2020";1138
"Mallabia";"España";"2021";1131
"Mallabia";"Europa del Este";"2001";-
"Mallabia";"Europa del Este";"2002";-
"Mallabia";"Europa del Este";"2003";-
"Mallabia";"Europa del Este";"2004";2
"Mallabia";"Europa del Este";"2005";4
"Mallabia";"Europa del Este";"2006";4
"Mallabia";"Europa del Este";"2007";3
"Mallabia";"Europa del Este";"2008";3
"Mallabia";"Europa del Este";"2009";5
"Mallabia";"Europa del Este";"2010";7
"Mallabia";"Europa del Este";"2011";8
"Mallabia";"Europa del Este";"2012";10
"Mallabia";"Europa del Este";"2013";11
"Mallabia";"Europa del Este";"2014";14
"Mallabia";"Europa del Este";"2015";16
"Mallabia";"Europa del Este";"2016";7
"Mallabia";"Europa del Este";"2017";7
"Mallabia";"Europa del Este";"2018";12
"Mallabia";"Europa del Este";"2019";16
"Mallabia";"Europa del Este";"2020";21
"Mallabia";"Europa del Este";"2021";15
"Mallabia";"Resto de Europa";"2001";7
"Mallabia";"Resto de Europa";"2002";8
"Mallabia";"Resto de Europa";"2003";6
"Mallabia";"Resto de Europa";"2004";6
"Mallabia";"Resto de Europa";"2005";6
"Mallabia";"Resto de Europa";"2006";6
"Mallabia";"Resto de Europa";"2007";6
"Mallabia";"Resto de Europa";"2008";6
"Mallabia";"Resto de Europa";"2009";7
"Mallabia";"Resto de Europa";"2010";7
"Mallabia";"Resto de Europa";"2011";7
"Mallabia";"Resto de Europa";"2012";7
"Mallabia";"Resto de Europa";"2013";8
"Mallabia";"Resto de Europa";"2014";9
"Mallabia";"Resto de Europa";"2015";10
"Mallabia";"Resto de Europa";"2016";9
"Mallabia";"Resto de Europa";"2017";9
"Mallabia";"Resto de Europa";"2018";9
"Mallabia";"Resto de Europa";"2019";11
"Mallabia";"Resto de Europa";"2020";10
"Mallabia";"Resto de Europa";"2021";10
"Mallabia";"Paises del Magreb";"2001";1
"Mallabia";"Paises del Magreb";"2002";4
"Mallabia";"Paises del Magreb";"2003";5
"Mallabia";"Paises del Magreb";"2004";3
"Mallabia";"Paises del Magreb";"2005";3
"Mallabia";"Paises del Magreb";"2006";6
"Mallabia";"Paises del Magreb";"2007";6
"Mallabia";"Paises del Magreb";"2008";8
"Mallabia";"Paises del Magreb";"2009";8
"Mallabia";"Paises del Magreb";"2010";6
"Mallabia";"Paises del Magreb";"2011";13
"Mallabia";"Paises del Magreb";"2012";11
"Mallabia";"Paises del Magreb";"2013";14
"Mallabia";"Paises del Magreb";"2014";13
"Mallabia";"Paises del Magreb";"2015";15
"Mallabia";"Paises del Magreb";"2016";4
"Mallabia";"Paises del Magreb";"2017";5
"Mallabia";"Paises del Magreb";"2018";8
"Mallabia";"Paises del Magreb";"2019";3
"Mallabia";"Paises del Magreb";"2020";7
"Mallabia";"Paises del Magreb";"2021";7
"Mallabia";"Resto de Africa";"2001";-
"Mallabia";"Resto de Africa";"2002";-
"Mallabia";"Resto de Africa";"2003";1
"Mallabia";"Resto de Africa";"2004";1
"Mallabia";"Resto de Africa";"2005";1
"Mallabia";"Resto de Africa";"2006";-
"Mallabia";"Resto de Africa";"2007";-
"Mallabia";"Resto de Africa";"2008";-
"Mallabia";"Resto de Africa";"2009";-
"Mallabia";"Resto de Africa";"2010";-
"Mallabia";"Resto de Africa";"2011";-
"Mallabia";"Resto de Africa";"2012";2
"Mallabia";"Resto de Africa";"2013";-
"Mallabia";"Resto de Africa";"2014";-
"Mallabia";"Resto de Africa";"2015";-
"Mallabia";"Resto de Africa";"2016";1
"Mallabia";"Resto de Africa";"2017";-
"Mallabia";"Resto de Africa";"2018";-
"Mallabia";"Resto de Africa";"2019";-
"Mallabia";"Resto de Africa";"2020";-
"Mallabia";"Resto de Africa";"2021";1
"Mallabia";"América del Sur";"2001";-
"Mallabia";"América del Sur";"2002";-
"Mallabia";"América del Sur";"2003";5
"Mallabia";"América del Sur";"2004";1
"Mallabia";"América del Sur";"2005";2
"Mallabia";"América del Sur";"2006";5
"Mallabia";"América del Sur";"2007";9
"Mallabia";"América del Sur";"2008";12
"Mallabia";"América del Sur";"2009";14
"Mallabia";"América del Sur";"2010";10
"Mallabia";"América del Sur";"2011";9
"Mallabia";"América del Sur";"2012";8
"Mallabia";"América del Sur";"2013";10
"Mallabia";"América del Sur";"2014";8
"Mallabia";"América del Sur";"2015";7
"Mallabia";"América del Sur";"2016";8
"Mallabia";"América del Sur";"2017";7
"Mallabia";"América del Sur";"2018";5
"Mallabia";"América del Sur";"2019";6
"Mallabia";"América del Sur";"2020";4
"Mallabia";"América del Sur";"2021";6
"Mallabia";"Resto de América";"2001";1
"Mallabia";"Resto de América";"2002";1
"Mallabia";"Resto de América";"2003";1
"Mallabia";"Resto de América";"2004";1
"Mallabia";"Resto de América";"2005";-
"Mallabia";"Resto de América";"2006";-
"Mallabia";"Resto de América";"2007";-
"Mallabia";"Resto de América";"2008";-
"Mallabia";"Resto de América";"2009";-
"Mallabia";"Resto de América";"2010";1
"Mallabia";"Resto de América";"2011";1
"Mallabia";"Resto de América";"2012";1
"Mallabia";"Resto de América";"2013";2
"Mallabia";"Resto de América";"2014";1
"Mallabia";"Resto de América";"2015";2
"Mallabia";"Resto de América";"2016";3
"Mallabia";"Resto de América";"2017";5
"Mallabia";"Resto de América";"2018";4
"Mallabia";"Resto de América";"2019";4
"Mallabia";"Resto de América";"2020";9
"Mallabia";"Resto de América";"2021";9
"Mallabia";"Asia y Oceanía";"2001";-
"Mallabia";"Asia y Oceanía";"2002";-
"Mallabia";"Asia y Oceanía";"2003";-
"Mallabia";"Asia y Oceanía";"2004";-
"Mallabia";"Asia y Oceanía";"2005";-
"Mallabia";"Asia y Oceanía";"2006";-
"Mallabia";"Asia y Oceanía";"2007";-
"Mallabia";"Asia y Oceanía";"2008";-
"Mallabia";"Asia y Oceanía";"2009";-
"Mallabia";"Asia y Oceanía";"2010";-
"Mallabia";"Asia y Oceanía";"2011";-
"Mallabia";"Asia y Oceanía";"2012";-
"Mallabia";"Asia y Oceanía";"2013";-
"Mallabia";"Asia y Oceanía";"2014";-
"Mallabia";"Asia y Oceanía";"2015";-
"Mallabia";"Asia y Oceanía";"2016";-
"Mallabia";"Asia y Oceanía";"2017";-
"Mallabia";"Asia y Oceanía";"2018";1
"Mallabia";"Asia y Oceanía";"2019";1
"Mallabia";"Asia y Oceanía";"2020";1
"Mallabia";"Asia y Oceanía";"2021";1
"Mañaria";"Total";"2001";470
"Mañaria";"Total";"2002";463
"Mañaria";"Total";"2003";464
"Mañaria";"Total";"2004";460
"Mañaria";"Total";"2005";455
"Mañaria";"Total";"2006";451
"Mañaria";"Total";"2007";473
"Mañaria";"Total";"2008";474
"Mañaria";"Total";"2009";495
"Mañaria";"Total";"2010";515
"Mañaria";"Total";"2011";510
"Mañaria";"Total";"2012";505
"Mañaria";"Total";"2013";512
"Mañaria";"Total";"2014";500
"Mañaria";"Total";"2015";522
"Mañaria";"Total";"2016";518
"Mañaria";"Total";"2017";522
"Mañaria";"Total";"2018";519
"Mañaria";"Total";"2019";516
"Mañaria";"Total";"2020";522
"Mañaria";"Total";"2021";516
"Mañaria";"España";"2001";464
"Mañaria";"España";"2002";457
"Mañaria";"España";"2003";457
"Mañaria";"España";"2004";447
"Mañaria";"España";"2005";441
"Mañaria";"España";"2006";436
"Mañaria";"España";"2007";440
"Mañaria";"España";"2008";430
"Mañaria";"España";"2009";444
"Mañaria";"España";"2010";463
"Mañaria";"España";"2011";454
"Mañaria";"España";"2012";455
"Mañaria";"España";"2013";462
"Mañaria";"España";"2014";464
"Mañaria";"España";"2015";486
"Mañaria";"España";"2016";476
"Mañaria";"España";"2017";480
"Mañaria";"España";"2018";489
"Mañaria";"España";"2019";489
"Mañaria";"España";"2020";492
"Mañaria";"España";"2021";488
"Mañaria";"Europa del Este";"2001";-
"Mañaria";"Europa del Este";"2002";-
"Mañaria";"Europa del Este";"2003";-
"Mañaria";"Europa del Este";"2004";-
"Mañaria";"Europa del Este";"2005";-
"Mañaria";"Europa del Este";"2006";-
"Mañaria";"Europa del Este";"2007";-
"Mañaria";"Europa del Este";"2008";-
"Mañaria";"Europa del Este";"2009";2
"Mañaria";"Europa del Este";"2010";2
"Mañaria";"Europa del Este";"2011";2
"Mañaria";"Europa del Este";"2012";2
"Mañaria";"Europa del Este";"2013";2
"Mañaria";"Europa del Este";"2014";1
"Mañaria";"Europa del Este";"2015";2
"Mañaria";"Europa del Este";"2016";2
"Mañaria";"Europa del Este";"2017";2
"Mañaria";"Europa del Este";"2018";2
"Mañaria";"Europa del Este";"2019";1
"Mañaria";"Europa del Este";"2020";2
"Mañaria";"Europa del Este";"2021";1
"Mañaria";"Resto de Europa";"2001";5
"Mañaria";"Resto de Europa";"2002";5
"Mañaria";"Resto de Europa";"2003";5
"Mañaria";"Resto de Europa";"2004";5
"Mañaria";"Resto de Europa";"2005";6
"Mañaria";"Resto de Europa";"2006";6
"Mañaria";"Resto de Europa";"2007";28
"Mañaria";"Resto de Europa";"2008";40
"Mañaria";"Resto de Europa";"2009";43
"Mañaria";"Resto de Europa";"2010";45
"Mañaria";"Resto de Europa";"2011";43
"Mañaria";"Resto de Europa";"2012";42
"Mañaria";"Resto de Europa";"2013";43
"Mañaria";"Resto de Europa";"2014";30
"Mañaria";"Resto de Europa";"2015";29
"Mañaria";"Resto de Europa";"2016";24
"Mañaria";"Resto de Europa";"2017";26
"Mañaria";"Resto de Europa";"2018";23
"Mañaria";"Resto de Europa";"2019";20
"Mañaria";"Resto de Europa";"2020";21
"Mañaria";"Resto de Europa";"2021";19
"Mañaria";"Paises del Magreb";"2001";-
"Mañaria";"Paises del Magreb";"2002";-
"Mañaria";"Paises del Magreb";"2003";-
"Mañaria";"Paises del Magreb";"2004";-
"Mañaria";"Paises del Magreb";"2005";-
"Mañaria";"Paises del Magreb";"2006";-
"Mañaria";"Paises del Magreb";"2007";-
"Mañaria";"Paises del Magreb";"2008";1
"Mañaria";"Paises del Magreb";"2009";1
"Mañaria";"Paises del Magreb";"2010";2
"Mañaria";"Paises del Magreb";"2011";4
"Mañaria";"Paises del Magreb";"2012";2
"Mañaria";"Paises del Magreb";"2013";-
"Mañaria";"Paises del Magreb";"2014";-
"Mañaria";"Paises del Magreb";"2015";-
"Mañaria";"Paises del Magreb";"2016";10
"Mañaria";"Paises del Magreb";"2017";7
"Mañaria";"Paises del Magreb";"2018";3
"Mañaria";"Paises del Magreb";"2019";3
"Mañaria";"Paises del Magreb";"2020";5
"Mañaria";"Paises del Magreb";"2021";6
"Mañaria";"Resto de Africa";"2001";-
"Mañaria";"Resto de Africa";"2002";-
"Mañaria";"Resto de Africa";"2003";-
"Mañaria";"Resto de Africa";"2004";-
"Mañaria";"Resto de Africa";"2005";-
"Mañaria";"Resto de Africa";"2006";-
"Mañaria";"Resto de Africa";"2007";-
"Mañaria";"Resto de Africa";"2008";-
"Mañaria";"Resto de Africa";"2009";-
"Mañaria";"Resto de Africa";"2010";-
"Mañaria";"Resto de Africa";"2011";-
"Mañaria";"Resto de Africa";"2012";-
"Mañaria";"Resto de Africa";"2013";-
"Mañaria";"Resto de Africa";"2014";-
"Mañaria";"Resto de Africa";"2015";-
"Mañaria";"Resto de Africa";"2016";-
"Mañaria";"Resto de Africa";"2017";2
"Mañaria";"Resto de Africa";"2018";-
"Mañaria";"Resto de Africa";"2019";-
"Mañaria";"Resto de Africa";"2020";-
"Mañaria";"Resto de Africa";"2021";-
"Mañaria";"América del Sur";"2001";-
"Mañaria";"América del Sur";"2002";-
"Mañaria";"América del Sur";"2003";-
"Mañaria";"América del Sur";"2004";7
"Mañaria";"América del Sur";"2005";7
"Mañaria";"América del Sur";"2006";8
"Mañaria";"América del Sur";"2007";3
"Mañaria";"América del Sur";"2008";1
"Mañaria";"América del Sur";"2009";3
"Mañaria";"América del Sur";"2010";2
"Mañaria";"América del Sur";"2011";5
"Mañaria";"América del Sur";"2012";2
"Mañaria";"América del Sur";"2013";2
"Mañaria";"América del Sur";"2014";2
"Mañaria";"América del Sur";"2015";2
"Mañaria";"América del Sur";"2016";5
"Mañaria";"América del Sur";"2017";4
"Mañaria";"América del Sur";"2018";1
"Mañaria";"América del Sur";"2019";1
"Mañaria";"América del Sur";"2020";-
"Mañaria";"América del Sur";"2021";-
"Mañaria";"Resto de América";"2001";1
"Mañaria";"Resto de América";"2002";1
"Mañaria";"Resto de América";"2003";2
"Mañaria";"Resto de América";"2004";1
"Mañaria";"Resto de América";"2005";1
"Mañaria";"Resto de América";"2006";1
"Mañaria";"Resto de América";"2007";2
"Mañaria";"Resto de América";"2008";2
"Mañaria";"Resto de América";"2009";2
"Mañaria";"Resto de América";"2010";1
"Mañaria";"Resto de América";"2011";2
"Mañaria";"Resto de América";"2012";1
"Mañaria";"Resto de América";"2013";2
"Mañaria";"Resto de América";"2014";2
"Mañaria";"Resto de América";"2015";2
"Mañaria";"Resto de América";"2016";-
"Mañaria";"Resto de América";"2017";-
"Mañaria";"Resto de América";"2018";-
"Mañaria";"Resto de América";"2019";-
"Mañaria";"Resto de América";"2020";1
"Mañaria";"Resto de América";"2021";1
"Mañaria";"Asia y Oceanía";"2001";-
"Mañaria";"Asia y Oceanía";"2002";-
"Mañaria";"Asia y Oceanía";"2003";-
"Mañaria";"Asia y Oceanía";"2004";-
"Mañaria";"Asia y Oceanía";"2005";-
"Mañaria";"Asia y Oceanía";"2006";-
"Mañaria";"Asia y Oceanía";"2007";-
"Mañaria";"Asia y Oceanía";"2008";-
"Mañaria";"Asia y Oceanía";"2009";-
"Mañaria";"Asia y Oceanía";"2010";-
"Mañaria";"Asia y Oceanía";"2011";-
"Mañaria";"Asia y Oceanía";"2012";1
"Mañaria";"Asia y Oceanía";"2013";1
"Mañaria";"Asia y Oceanía";"2014";1
"Mañaria";"Asia y Oceanía";"2015";1
"Mañaria";"Asia y Oceanía";"2016";1
"Mañaria";"Asia y Oceanía";"2017";1
"Mañaria";"Asia y Oceanía";"2018";1
"Mañaria";"Asia y Oceanía";"2019";2
"Mañaria";"Asia y Oceanía";"2020";1
"Mañaria";"Asia y Oceanía";"2021";1
"Markina-Xemein";"Total";"2001";5388
"Markina-Xemein";"Total";"2002";5390
"Markina-Xemein";"Total";"2003";5404
"Markina-Xemein";"Total";"2004";5435
"Markina-Xemein";"Total";"2005";5174
"Markina-Xemein";"Total";"2006";4518
"Markina-Xemein";"Total";"2007";4639
"Markina-Xemein";"Total";"2008";4750
"Markina-Xemein";"Total";"2009";4897
"Markina-Xemein";"Total";"2010";4890
"Markina-Xemein";"Total";"2011";4913
"Markina-Xemein";"Total";"2012";4906
"Markina-Xemein";"Total";"2013";4925
"Markina-Xemein";"Total";"2014";4923
"Markina-Xemein";"Total";"2015";4906
"Markina-Xemein";"Total";"2016";4899
"Markina-Xemein";"Total";"2017";4933
"Markina-Xemein";"Total";"2018";4895
"Markina-Xemein";"Total";"2019";4964
"Markina-Xemein";"Total";"2020";5025
"Markina-Xemein";"Total";"2021";5032
"Markina-Xemein";"España";"2001";5279
"Markina-Xemein";"España";"2002";5269
"Markina-Xemein";"España";"2003";5263
"Markina-Xemein";"España";"2004";5247
"Markina-Xemein";"España";"2005";4943
"Markina-Xemein";"España";"2006";4222
"Markina-Xemein";"España";"2007";4197
"Markina-Xemein";"España";"2008";4208
"Markina-Xemein";"España";"2009";4269
"Markina-Xemein";"España";"2010";4275
"Markina-Xemein";"España";"2011";4290
"Markina-Xemein";"España";"2012";4302
"Markina-Xemein";"España";"2013";4304
"Markina-Xemein";"España";"2014";4303
"Markina-Xemein";"España";"2015";4302
"Markina-Xemein";"España";"2016";4315
"Markina-Xemein";"España";"2017";4300
"Markina-Xemein";"España";"2018";4338
"Markina-Xemein";"España";"2019";4352
"Markina-Xemein";"España";"2020";4341
"Markina-Xemein";"España";"2021";4383
"Markina-Xemein";"Europa del Este";"2001";20
"Markina-Xemein";"Europa del Este";"2002";23
"Markina-Xemein";"Europa del Este";"2003";31
"Markina-Xemein";"Europa del Este";"2004";54
"Markina-Xemein";"Europa del Este";"2005";68
"Markina-Xemein";"Europa del Este";"2006";97
"Markina-Xemein";"Europa del Este";"2007";142
"Markina-Xemein";"Europa del Este";"2008";187
"Markina-Xemein";"Europa del Este";"2009";192
"Markina-Xemein";"Europa del Este";"2010";184
"Markina-Xemein";"Europa del Este";"2011";179
"Markina-Xemein";"Europa del Este";"2012";194
"Markina-Xemein";"Europa del Este";"2013";187
"Markina-Xemein";"Europa del Este";"2014";174
"Markina-Xemein";"Europa del Este";"2015";169
"Markina-Xemein";"Europa del Este";"2016";157
"Markina-Xemein";"Europa del Este";"2017";161
"Markina-Xemein";"Europa del Este";"2018";165
"Markina-Xemein";"Europa del Este";"2019";151
"Markina-Xemein";"Europa del Este";"2020";168
"Markina-Xemein";"Europa del Este";"2021";167
"Markina-Xemein";"Resto de Europa";"2001";25
"Markina-Xemein";"Resto de Europa";"2002";24
"Markina-Xemein";"Resto de Europa";"2003";22
"Markina-Xemein";"Resto de Europa";"2004";20
"Markina-Xemein";"Resto de Europa";"2005";20
"Markina-Xemein";"Resto de Europa";"2006";25
"Markina-Xemein";"Resto de Europa";"2007";31
"Markina-Xemein";"Resto de Europa";"2008";37
"Markina-Xemein";"Resto de Europa";"2009";42
"Markina-Xemein";"Resto de Europa";"2010";34
"Markina-Xemein";"Resto de Europa";"2011";31
"Markina-Xemein";"Resto de Europa";"2012";17
"Markina-Xemein";"Resto de Europa";"2013";15
"Markina-Xemein";"Resto de Europa";"2014";17
"Markina-Xemein";"Resto de Europa";"2015";17
"Markina-Xemein";"Resto de Europa";"2016";20
"Markina-Xemein";"Resto de Europa";"2017";16
"Markina-Xemein";"Resto de Europa";"2018";12
"Markina-Xemein";"Resto de Europa";"2019";12
"Markina-Xemein";"Resto de Europa";"2020";11
"Markina-Xemein";"Resto de Europa";"2021";13
