"Población de la C.A. de Euskadi por ámbitos territoriales, grupos de países por nacionalidad y periodo"

"ámbitos territoriales";"grupos de países por nacionalidad";"periodo";Población de la C.A. de Euskadi
"Getaria";"América del Sur";"2005";37
"Getaria";"América del Sur";"2006";36
"Getaria";"América del Sur";"2007";40
"Getaria";"América del Sur";"2008";42
"Getaria";"América del Sur";"2009";50
"Getaria";"América del Sur";"2010";58
"Getaria";"América del Sur";"2011";47
"Getaria";"América del Sur";"2012";37
"Getaria";"América del Sur";"2013";39
"Getaria";"América del Sur";"2014";41
"Getaria";"América del Sur";"2015";36
"Getaria";"América del Sur";"2016";30
"Getaria";"América del Sur";"2017";25
"Getaria";"América del Sur";"2018";22
"Getaria";"América del Sur";"2019";27
"Getaria";"América del Sur";"2020";25
"Getaria";"América del Sur";"2021";27
"Getaria";"Resto de América";"2001";-
"Getaria";"Resto de América";"2002";1
"Getaria";"Resto de América";"2003";1
"Getaria";"Resto de América";"2004";4
"Getaria";"Resto de América";"2005";6
"Getaria";"Resto de América";"2006";6
"Getaria";"Resto de América";"2007";6
"Getaria";"Resto de América";"2008";20
"Getaria";"Resto de América";"2009";26
"Getaria";"Resto de América";"2010";27
"Getaria";"Resto de América";"2011";33
"Getaria";"Resto de América";"2012";39
"Getaria";"Resto de América";"2013";38
"Getaria";"Resto de América";"2014";50
"Getaria";"Resto de América";"2015";54
"Getaria";"Resto de América";"2016";55
"Getaria";"Resto de América";"2017";64
"Getaria";"Resto de América";"2018";62
"Getaria";"Resto de América";"2019";63
"Getaria";"Resto de América";"2020";67
"Getaria";"Resto de América";"2021";70
"Getaria";"Asia y Oceanía";"2001";-
"Getaria";"Asia y Oceanía";"2002";-
"Getaria";"Asia y Oceanía";"2003";-
"Getaria";"Asia y Oceanía";"2004";-
"Getaria";"Asia y Oceanía";"2005";-
"Getaria";"Asia y Oceanía";"2006";-
"Getaria";"Asia y Oceanía";"2007";-
"Getaria";"Asia y Oceanía";"2008";-
"Getaria";"Asia y Oceanía";"2009";2
"Getaria";"Asia y Oceanía";"2010";2
"Getaria";"Asia y Oceanía";"2011";3
"Getaria";"Asia y Oceanía";"2012";2
"Getaria";"Asia y Oceanía";"2013";2
"Getaria";"Asia y Oceanía";"2014";2
"Getaria";"Asia y Oceanía";"2015";3
"Getaria";"Asia y Oceanía";"2016";3
"Getaria";"Asia y Oceanía";"2017";2
"Getaria";"Asia y Oceanía";"2018";2
"Getaria";"Asia y Oceanía";"2019";2
"Getaria";"Asia y Oceanía";"2020";2
"Getaria";"Asia y Oceanía";"2021";3
"Getxo";"Total";"2001";80490
"Getxo";"Total";"2002";80446
"Getxo";"Total";"2003";80269
"Getxo";"Total";"2004";80162
"Getxo";"Total";"2005";80373
"Getxo";"Total";"2006";80738
"Getxo";"Total";"2007";81338
"Getxo";"Total";"2008";81053
"Getxo";"Total";"2009";80682
"Getxo";"Total";"2010";80418
"Getxo";"Total";"2011";79982
"Getxo";"Total";"2012";79802
"Getxo";"Total";"2013";79289
"Getxo";"Total";"2014";78694
"Getxo";"Total";"2015";78124
"Getxo";"Total";"2016";77759
"Getxo";"Total";"2017";77793
"Getxo";"Total";"2018";77530
"Getxo";"Total";"2019";77088
"Getxo";"Total";"2020";76953
"Getxo";"Total";"2021";76319
"Getxo";"España";"2001";78937
"Getxo";"España";"2002";78567
"Getxo";"España";"2003";78315
"Getxo";"España";"2004";77721
"Getxo";"España";"2005";77352
"Getxo";"España";"2006";77231
"Getxo";"España";"2007";77282
"Getxo";"España";"2008";76356
"Getxo";"España";"2009";75562
"Getxo";"España";"2010";75086
"Getxo";"España";"2011";74381
"Getxo";"España";"2012";73959
"Getxo";"España";"2013";73459
"Getxo";"España";"2014";73042
"Getxo";"España";"2015";73070
"Getxo";"España";"2016";72804
"Getxo";"España";"2017";72772
"Getxo";"España";"2018";72784
"Getxo";"España";"2019";72088
"Getxo";"España";"2020";71550
"Getxo";"España";"2021";71017
"Getxo";"Europa del Este";"2001";54
"Getxo";"Europa del Este";"2002";58
"Getxo";"Europa del Este";"2003";99
"Getxo";"Europa del Este";"2004";163
"Getxo";"Europa del Este";"2005";214
"Getxo";"Europa del Este";"2006";290
"Getxo";"Europa del Este";"2007";348
"Getxo";"Europa del Este";"2008";430
"Getxo";"Europa del Este";"2009";452
"Getxo";"Europa del Este";"2010";480
"Getxo";"Europa del Este";"2011";519
"Getxo";"Europa del Este";"2012";597
"Getxo";"Europa del Este";"2013";625
"Getxo";"Europa del Este";"2014";619
"Getxo";"Europa del Este";"2015";634
"Getxo";"Europa del Este";"2016";639
"Getxo";"Europa del Este";"2017";699
"Getxo";"Europa del Este";"2018";650
"Getxo";"Europa del Este";"2019";633
"Getxo";"Europa del Este";"2020";591
"Getxo";"Europa del Este";"2021";577
"Getxo";"Resto de Europa";"2001";684
"Getxo";"Resto de Europa";"2002";679
"Getxo";"Resto de Europa";"2003";615
"Getxo";"Resto de Europa";"2004";627
"Getxo";"Resto de Europa";"2005";672
"Getxo";"Resto de Europa";"2006";658
"Getxo";"Resto de Europa";"2007";655
"Getxo";"Resto de Europa";"2008";685
"Getxo";"Resto de Europa";"2009";691
"Getxo";"Resto de Europa";"2010";714
"Getxo";"Resto de Europa";"2011";712
"Getxo";"Resto de Europa";"2012";708
"Getxo";"Resto de Europa";"2013";714
"Getxo";"Resto de Europa";"2014";694
"Getxo";"Resto de Europa";"2015";684
"Getxo";"Resto de Europa";"2016";707
"Getxo";"Resto de Europa";"2017";721
"Getxo";"Resto de Europa";"2018";598
"Getxo";"Resto de Europa";"2019";593
"Getxo";"Resto de Europa";"2020";614
"Getxo";"Resto de Europa";"2021";670
"Getxo";"Paises del Magreb";"2001";39
"Getxo";"Paises del Magreb";"2002";46
"Getxo";"Paises del Magreb";"2003";54
"Getxo";"Paises del Magreb";"2004";62
"Getxo";"Paises del Magreb";"2005";86
"Getxo";"Paises del Magreb";"2006";89
"Getxo";"Paises del Magreb";"2007";85
"Getxo";"Paises del Magreb";"2008";111
"Getxo";"Paises del Magreb";"2009";134
"Getxo";"Paises del Magreb";"2010";139
"Getxo";"Paises del Magreb";"2011";151
"Getxo";"Paises del Magreb";"2012";179
"Getxo";"Paises del Magreb";"2013";199
"Getxo";"Paises del Magreb";"2014";208
"Getxo";"Paises del Magreb";"2015";198
"Getxo";"Paises del Magreb";"2016";209
"Getxo";"Paises del Magreb";"2017";212
"Getxo";"Paises del Magreb";"2018";237
"Getxo";"Paises del Magreb";"2019";248
"Getxo";"Paises del Magreb";"2020";295
"Getxo";"Paises del Magreb";"2021";302
"Getxo";"Resto de Africa";"2001";20
"Getxo";"Resto de Africa";"2002";25
"Getxo";"Resto de Africa";"2003";35
"Getxo";"Resto de Africa";"2004";42
"Getxo";"Resto de Africa";"2005";41
"Getxo";"Resto de Africa";"2006";33
"Getxo";"Resto de Africa";"2007";18
"Getxo";"Resto de Africa";"2008";21
"Getxo";"Resto de Africa";"2009";33
"Getxo";"Resto de Africa";"2010";42
"Getxo";"Resto de Africa";"2011";52
"Getxo";"Resto de Africa";"2012";52
"Getxo";"Resto de Africa";"2013";58
"Getxo";"Resto de Africa";"2014";58
"Getxo";"Resto de Africa";"2015";56
"Getxo";"Resto de Africa";"2016";64
"Getxo";"Resto de Africa";"2017";57
"Getxo";"Resto de Africa";"2018";63
"Getxo";"Resto de Africa";"2019";80
"Getxo";"Resto de Africa";"2020";93
"Getxo";"Resto de Africa";"2021";97
"Getxo";"América del Sur";"2001";358
"Getxo";"América del Sur";"2002";634
"Getxo";"América del Sur";"2003";807
"Getxo";"América del Sur";"2004";1189
"Getxo";"América del Sur";"2005";1577
"Getxo";"América del Sur";"2006";1972
"Getxo";"América del Sur";"2007";2463
"Getxo";"América del Sur";"2008";2861
"Getxo";"América del Sur";"2009";3115
"Getxo";"América del Sur";"2010";3179
"Getxo";"América del Sur";"2011";3290
"Getxo";"América del Sur";"2012";3315
"Getxo";"América del Sur";"2013";3184
"Getxo";"América del Sur";"2014";2961
"Getxo";"América del Sur";"2015";2413
"Getxo";"América del Sur";"2016";2186
"Getxo";"América del Sur";"2017";2071
"Getxo";"América del Sur";"2018";1898
"Getxo";"América del Sur";"2019";1910
"Getxo";"América del Sur";"2020";2071
"Getxo";"América del Sur";"2021";1962
"Getxo";"Resto de América";"2001";218
"Getxo";"Resto de América";"2002";219
"Getxo";"Resto de América";"2003";173
"Getxo";"Resto de América";"2004";155
"Getxo";"Resto de América";"2005";196
"Getxo";"Resto de América";"2006";197
"Getxo";"Resto de América";"2007";203
"Getxo";"Resto de América";"2008";264
"Getxo";"Resto de América";"2009";301
"Getxo";"Resto de América";"2010";335
"Getxo";"Resto de América";"2011";410
"Getxo";"Resto de América";"2012";487
"Getxo";"Resto de América";"2013";528
"Getxo";"Resto de América";"2014";569
"Getxo";"Resto de América";"2015";559
"Getxo";"Resto de América";"2016";589
"Getxo";"Resto de América";"2017";683
"Getxo";"Resto de América";"2018";748
"Getxo";"Resto de América";"2019";956
"Getxo";"Resto de América";"2020";1136
"Getxo";"Resto de América";"2021";1104
"Getxo";"Asia y Oceanía";"2001";180
"Getxo";"Asia y Oceanía";"2002";218
"Getxo";"Asia y Oceanía";"2003";171
"Getxo";"Asia y Oceanía";"2004";203
"Getxo";"Asia y Oceanía";"2005";235
"Getxo";"Asia y Oceanía";"2006";268
"Getxo";"Asia y Oceanía";"2007";284
"Getxo";"Asia y Oceanía";"2008";325
"Getxo";"Asia y Oceanía";"2009";394
"Getxo";"Asia y Oceanía";"2010";443
"Getxo";"Asia y Oceanía";"2011";467
"Getxo";"Asia y Oceanía";"2012";505
"Getxo";"Asia y Oceanía";"2013";522
"Getxo";"Asia y Oceanía";"2014";543
"Getxo";"Asia y Oceanía";"2015";510
"Getxo";"Asia y Oceanía";"2016";561
"Getxo";"Asia y Oceanía";"2017";578
"Getxo";"Asia y Oceanía";"2018";552
"Getxo";"Asia y Oceanía";"2019";580
"Getxo";"Asia y Oceanía";"2020";603
"Getxo";"Asia y Oceanía";"2021";590
"Gizaburuaga";"Total";"2001";127
"Gizaburuaga";"Total";"2002";127
"Gizaburuaga";"Total";"2003";122
"Gizaburuaga";"Total";"2004";124
"Gizaburuaga";"Total";"2005";150
"Gizaburuaga";"Total";"2006";176
"Gizaburuaga";"Total";"2007";174
"Gizaburuaga";"Total";"2008";181
"Gizaburuaga";"Total";"2009";194
"Gizaburuaga";"Total";"2010";199
"Gizaburuaga";"Total";"2011";203
"Gizaburuaga";"Total";"2012";204
"Gizaburuaga";"Total";"2013";215
"Gizaburuaga";"Total";"2014";213
"Gizaburuaga";"Total";"2015";214
"Gizaburuaga";"Total";"2016";209
"Gizaburuaga";"Total";"2017";210
"Gizaburuaga";"Total";"2018";213
"Gizaburuaga";"Total";"2019";210
"Gizaburuaga";"Total";"2020";200
"Gizaburuaga";"Total";"2021";206
"Gizaburuaga";"España";"2001";126
"Gizaburuaga";"España";"2002";126
"Gizaburuaga";"España";"2003";121
"Gizaburuaga";"España";"2004";123
"Gizaburuaga";"España";"2005";149
"Gizaburuaga";"España";"2006";175
"Gizaburuaga";"España";"2007";174
"Gizaburuaga";"España";"2008";181
"Gizaburuaga";"España";"2009";186
"Gizaburuaga";"España";"2010";189
"Gizaburuaga";"España";"2011";192
"Gizaburuaga";"España";"2012";195
"Gizaburuaga";"España";"2013";205
"Gizaburuaga";"España";"2014";199
"Gizaburuaga";"España";"2015";201
"Gizaburuaga";"España";"2016";201
"Gizaburuaga";"España";"2017";195
"Gizaburuaga";"España";"2018";195
"Gizaburuaga";"España";"2019";191
"Gizaburuaga";"España";"2020";183
"Gizaburuaga";"España";"2021";190
"Gizaburuaga";"Europa del Este";"2001";-
"Gizaburuaga";"Europa del Este";"2002";-
"Gizaburuaga";"Europa del Este";"2003";-
"Gizaburuaga";"Europa del Este";"2004";-
"Gizaburuaga";"Europa del Este";"2005";-
"Gizaburuaga";"Europa del Este";"2006";-
"Gizaburuaga";"Europa del Este";"2007";-
"Gizaburuaga";"Europa del Este";"2008";-
"Gizaburuaga";"Europa del Este";"2009";-
"Gizaburuaga";"Europa del Este";"2010";-
"Gizaburuaga";"Europa del Este";"2011";2
"Gizaburuaga";"Europa del Este";"2012";-
"Gizaburuaga";"Europa del Este";"2013";-
"Gizaburuaga";"Europa del Este";"2014";1
"Gizaburuaga";"Europa del Este";"2015";1
"Gizaburuaga";"Europa del Este";"2016";1
"Gizaburuaga";"Europa del Este";"2017";1
"Gizaburuaga";"Europa del Este";"2018";1
"Gizaburuaga";"Europa del Este";"2019";1
"Gizaburuaga";"Europa del Este";"2020";1
"Gizaburuaga";"Europa del Este";"2021";1
"Gizaburuaga";"Resto de Europa";"2001";1
"Gizaburuaga";"Resto de Europa";"2002";1
"Gizaburuaga";"Resto de Europa";"2003";1
"Gizaburuaga";"Resto de Europa";"2004";1
"Gizaburuaga";"Resto de Europa";"2005";1
"Gizaburuaga";"Resto de Europa";"2006";1
"Gizaburuaga";"Resto de Europa";"2007";-
"Gizaburuaga";"Resto de Europa";"2008";-
"Gizaburuaga";"Resto de Europa";"2009";7
"Gizaburuaga";"Resto de Europa";"2010";9
"Gizaburuaga";"Resto de Europa";"2011";8
"Gizaburuaga";"Resto de Europa";"2012";8
"Gizaburuaga";"Resto de Europa";"2013";9
"Gizaburuaga";"Resto de Europa";"2014";11
"Gizaburuaga";"Resto de Europa";"2015";11
"Gizaburuaga";"Resto de Europa";"2016";7
"Gizaburuaga";"Resto de Europa";"2017";6
"Gizaburuaga";"Resto de Europa";"2018";6
"Gizaburuaga";"Resto de Europa";"2019";1
"Gizaburuaga";"Resto de Europa";"2020";1
"Gizaburuaga";"Resto de Europa";"2021";1
"Gizaburuaga";"Paises del Magreb";"2001";-
"Gizaburuaga";"Paises del Magreb";"2002";-
"Gizaburuaga";"Paises del Magreb";"2003";-
"Gizaburuaga";"Paises del Magreb";"2004";-
"Gizaburuaga";"Paises del Magreb";"2005";-
"Gizaburuaga";"Paises del Magreb";"2006";-
"Gizaburuaga";"Paises del Magreb";"2007";-
"Gizaburuaga";"Paises del Magreb";"2008";-
"Gizaburuaga";"Paises del Magreb";"2009";-
"Gizaburuaga";"Paises del Magreb";"2010";-
"Gizaburuaga";"Paises del Magreb";"2011";-
"Gizaburuaga";"Paises del Magreb";"2012";-
"Gizaburuaga";"Paises del Magreb";"2013";-
"Gizaburuaga";"Paises del Magreb";"2014";-
"Gizaburuaga";"Paises del Magreb";"2015";-
"Gizaburuaga";"Paises del Magreb";"2016";-
"Gizaburuaga";"Paises del Magreb";"2017";7
"Gizaburuaga";"Paises del Magreb";"2018";8
"Gizaburuaga";"Paises del Magreb";"2019";13
"Gizaburuaga";"Paises del Magreb";"2020";11
"Gizaburuaga";"Paises del Magreb";"2021";11
"Gizaburuaga";"Resto de Africa";"2001";-
"Gizaburuaga";"Resto de Africa";"2002";-
"Gizaburuaga";"Resto de Africa";"2003";-
"Gizaburuaga";"Resto de Africa";"2004";-
"Gizaburuaga";"Resto de Africa";"2005";-
"Gizaburuaga";"Resto de Africa";"2006";-
"Gizaburuaga";"Resto de Africa";"2007";-
"Gizaburuaga";"Resto de Africa";"2008";-
"Gizaburuaga";"Resto de Africa";"2009";-
"Gizaburuaga";"Resto de Africa";"2010";-
"Gizaburuaga";"Resto de Africa";"2011";-
"Gizaburuaga";"Resto de Africa";"2012";-
"Gizaburuaga";"Resto de Africa";"2013";-
"Gizaburuaga";"Resto de Africa";"2014";1
"Gizaburuaga";"Resto de Africa";"2015";-
"Gizaburuaga";"Resto de Africa";"2016";-
"Gizaburuaga";"Resto de Africa";"2017";-
"Gizaburuaga";"Resto de Africa";"2018";-
"Gizaburuaga";"Resto de Africa";"2019";-
"Gizaburuaga";"Resto de Africa";"2020";-
"Gizaburuaga";"Resto de Africa";"2021";-
"Gizaburuaga";"América del Sur";"2001";-
"Gizaburuaga";"América del Sur";"2002";-
"Gizaburuaga";"América del Sur";"2003";-
"Gizaburuaga";"América del Sur";"2004";-
"Gizaburuaga";"América del Sur";"2005";-
"Gizaburuaga";"América del Sur";"2006";-
"Gizaburuaga";"América del Sur";"2007";-
"Gizaburuaga";"América del Sur";"2008";-
"Gizaburuaga";"América del Sur";"2009";-
"Gizaburuaga";"América del Sur";"2010";-
"Gizaburuaga";"América del Sur";"2011";-
"Gizaburuaga";"América del Sur";"2012";-
"Gizaburuaga";"América del Sur";"2013";-
"Gizaburuaga";"América del Sur";"2014";-
"Gizaburuaga";"América del Sur";"2015";-
"Gizaburuaga";"América del Sur";"2016";-
"Gizaburuaga";"América del Sur";"2017";-
"Gizaburuaga";"América del Sur";"2018";-
"Gizaburuaga";"América del Sur";"2019";-
"Gizaburuaga";"América del Sur";"2020";-
"Gizaburuaga";"América del Sur";"2021";-
"Gizaburuaga";"Resto de América";"2001";-
"Gizaburuaga";"Resto de América";"2002";-
"Gizaburuaga";"Resto de América";"2003";-
"Gizaburuaga";"Resto de América";"2004";-
"Gizaburuaga";"Resto de América";"2005";-
"Gizaburuaga";"Resto de América";"2006";-
"Gizaburuaga";"Resto de América";"2007";-
"Gizaburuaga";"Resto de América";"2008";-
"Gizaburuaga";"Resto de América";"2009";1
"Gizaburuaga";"Resto de América";"2010";1
"Gizaburuaga";"Resto de América";"2011";1
"Gizaburuaga";"Resto de América";"2012";1
"Gizaburuaga";"Resto de América";"2013";1
"Gizaburuaga";"Resto de América";"2014";1
"Gizaburuaga";"Resto de América";"2015";1
"Gizaburuaga";"Resto de América";"2016";-
"Gizaburuaga";"Resto de América";"2017";1
"Gizaburuaga";"Resto de América";"2018";3
"Gizaburuaga";"Resto de América";"2019";4
"Gizaburuaga";"Resto de América";"2020";4
"Gizaburuaga";"Resto de América";"2021";3
"Gizaburuaga";"Asia y Oceanía";"2001";-
"Gizaburuaga";"Asia y Oceanía";"2002";-
"Gizaburuaga";"Asia y Oceanía";"2003";-
"Gizaburuaga";"Asia y Oceanía";"2004";-
"Gizaburuaga";"Asia y Oceanía";"2005";-
"Gizaburuaga";"Asia y Oceanía";"2006";-
"Gizaburuaga";"Asia y Oceanía";"2007";-
"Gizaburuaga";"Asia y Oceanía";"2008";-
"Gizaburuaga";"Asia y Oceanía";"2009";-
"Gizaburuaga";"Asia y Oceanía";"2010";-
"Gizaburuaga";"Asia y Oceanía";"2011";-
"Gizaburuaga";"Asia y Oceanía";"2012";-
"Gizaburuaga";"Asia y Oceanía";"2013";-
"Gizaburuaga";"Asia y Oceanía";"2014";-
"Gizaburuaga";"Asia y Oceanía";"2015";-
"Gizaburuaga";"Asia y Oceanía";"2016";-
"Gizaburuaga";"Asia y Oceanía";"2017";-
"Gizaburuaga";"Asia y Oceanía";"2018";-
"Gizaburuaga";"Asia y Oceanía";"2019";-
"Gizaburuaga";"Asia y Oceanía";"2020";-
"Gizaburuaga";"Asia y Oceanía";"2021";-
"Gordexola";"Total";"2001";1465
"Gordexola";"Total";"2002";1575
"Gordexola";"Total";"2003";1586
"Gordexola";"Total";"2004";1594
"Gordexola";"Total";"2005";1603
"Gordexola";"Total";"2006";1615
"Gordexola";"Total";"2007";1633
"Gordexola";"Total";"2008";1705
"Gordexola";"Total";"2009";1738
"Gordexola";"Total";"2010";1742
"Gordexola";"Total";"2011";1764
"Gordexola";"Total";"2012";1741
"Gordexola";"Total";"2013";1728
"Gordexola";"Total";"2014";1716
"Gordexola";"Total";"2015";1711
"Gordexola";"Total";"2016";1702
"Gordexola";"Total";"2017";1713
"Gordexola";"Total";"2018";1701
"Gordexola";"Total";"2019";1724
"Gordexola";"Total";"2020";1723
"Gordexola";"Total";"2021";1715
"Gordexola";"España";"2001";1463
"Gordexola";"España";"2002";1572
"Gordexola";"España";"2003";1578
"Gordexola";"España";"2004";1584
"Gordexola";"España";"2005";1585
"Gordexola";"España";"2006";1593
"Gordexola";"España";"2007";1604
"Gordexola";"España";"2008";1652
"Gordexola";"España";"2009";1674
"Gordexola";"España";"2010";1677
"Gordexola";"España";"2011";1693
"Gordexola";"España";"2012";1675
"Gordexola";"España";"2013";1654
"Gordexola";"España";"2014";1644
"Gordexola";"España";"2015";1654
"Gordexola";"España";"2016";1642
"Gordexola";"España";"2017";1647
"Gordexola";"España";"2018";1626
"Gordexola";"España";"2019";1641
"Gordexola";"España";"2020";1632
"Gordexola";"España";"2021";1637
"Gordexola";"Europa del Este";"2001";-
"Gordexola";"Europa del Este";"2002";-
"Gordexola";"Europa del Este";"2003";5
"Gordexola";"Europa del Este";"2004";2
"Gordexola";"Europa del Este";"2005";7
"Gordexola";"Europa del Este";"2006";7
"Gordexola";"Europa del Este";"2007";9
"Gordexola";"Europa del Este";"2008";17
"Gordexola";"Europa del Este";"2009";19
"Gordexola";"Europa del Este";"2010";17
"Gordexola";"Europa del Este";"2011";19
"Gordexola";"Europa del Este";"2012";18
"Gordexola";"Europa del Este";"2013";24
"Gordexola";"Europa del Este";"2014";23
"Gordexola";"Europa del Este";"2015";21
"Gordexola";"Europa del Este";"2016";21
"Gordexola";"Europa del Este";"2017";27
"Gordexola";"Europa del Este";"2018";25
"Gordexola";"Europa del Este";"2019";28
"Gordexola";"Europa del Este";"2020";23
"Gordexola";"Europa del Este";"2021";20
"Gordexola";"Resto de Europa";"2001";-
"Gordexola";"Resto de Europa";"2002";-
"Gordexola";"Resto de Europa";"2003";1
"Gordexola";"Resto de Europa";"2004";3
"Gordexola";"Resto de Europa";"2005";5
"Gordexola";"Resto de Europa";"2006";8
"Gordexola";"Resto de Europa";"2007";10
"Gordexola";"Resto de Europa";"2008";12
"Gordexola";"Resto de Europa";"2009";15
"Gordexola";"Resto de Europa";"2010";14
"Gordexola";"Resto de Europa";"2011";14
"Gordexola";"Resto de Europa";"2012";13
"Gordexola";"Resto de Europa";"2013";13
"Gordexola";"Resto de Europa";"2014";12
"Gordexola";"Resto de Europa";"2015";9
"Gordexola";"Resto de Europa";"2016";9
"Gordexola";"Resto de Europa";"2017";9
"Gordexola";"Resto de Europa";"2018";11
"Gordexola";"Resto de Europa";"2019";10
"Gordexola";"Resto de Europa";"2020";10
"Gordexola";"Resto de Europa";"2021";10
"Gordexola";"Paises del Magreb";"2001";-
"Gordexola";"Paises del Magreb";"2002";-
"Gordexola";"Paises del Magreb";"2003";-
"Gordexola";"Paises del Magreb";"2004";1
"Gordexola";"Paises del Magreb";"2005";1
"Gordexola";"Paises del Magreb";"2006";1
"Gordexola";"Paises del Magreb";"2007";1
