territorio histórico;CNAE009;unidad;periodo;Comercio exterior de la C.A. de Euskadi;CNA-09
Araba / Álava;031 Pesca;Miles de euros;2002;4;031
Araba / Álava;031 Pesca;Miles de euros;2003;3;031
Araba / Álava;031 Pesca;Miles de euros;2004;0;031
Araba / Álava;031 Pesca;Miles de euros;2005;118;031
Araba / Álava;031 Pesca;Miles de euros;2006;0;031
Araba / Álava;031 Pesca;Miles de euros;2007;17;031
Araba / Álava;031 Pesca;Miles de euros;2008;8;031
Araba / Álava;031 Pesca;Miles de euros;2009;0;031
Araba / Álava;031 Pesca;Miles de euros;2010;0;031
Araba / Álava;031 Pesca;Miles de euros;2011;3;031
Araba / Álava;031 Pesca;Miles de euros;2012;544;031
Araba / Álava;031 Pesca;Miles de euros;2013;665;031
Araba / Álava;031 Pesca;Miles de euros;2014;930;031
Araba / Álava;031 Pesca;Miles de euros;2015;971;031
Araba / Álava;031 Pesca;Miles de euros;2016;979;031
Araba / Álava;031 Pesca;Miles de euros;2017;1280;031
Araba / Álava;031 Pesca;Miles de euros;2018;1146;031
Araba / Álava;032 Acuicultura;Miles de euros;1990;0;032
Araba / Álava;032 Acuicultura;Miles de euros;1991;5;032
Araba / Álava;032 Acuicultura;Miles de euros;1992;0;032
Araba / Álava;032 Acuicultura;Miles de euros;1993;0;032
Araba / Álava;032 Acuicultura;Miles de euros;1994;0;032
Araba / Álava;032 Acuicultura;Miles de euros;1995;3;032
Araba / Álava;032 Acuicultura;Miles de euros;1996;0;032
Araba / Álava;032 Acuicultura;Miles de euros;1997;20;032
Araba / Álava;032 Acuicultura;Miles de euros;1998;0;032
Araba / Álava;032 Acuicultura;Miles de euros;1999;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2000;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2001;14;032
Araba / Álava;032 Acuicultura;Miles de euros;2002;1;032
Araba / Álava;032 Acuicultura;Miles de euros;2003;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2004;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2005;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2006;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2007;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2008;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2009;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2010;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2011;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2012;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2013;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2014;5;032
Araba / Álava;032 Acuicultura;Miles de euros;2015;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2016;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2017;0;032
Araba / Álava;032 Acuicultura;Miles de euros;2018;0;032
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1990;0;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1991;0;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1992;0;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1993;23;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1994;32;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1995;34;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1996;37;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1997;82;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1998;78;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;1999;190;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2000;311;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2001;199;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2002;28;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2003;30;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2004;42;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2005;24;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2006;144;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2007;191;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2008;580;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2009;258;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2010;167;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2011;3649;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2012;2540;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2013;1198;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2014;92;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2015;214;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2016;302;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2017;383;051
Araba / Álava;051 Extracción de antracita y hulla;Miles de euros;2018;495;051
Araba / Álava;052 Extracción de lignito;Miles de euros;1990;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1991;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1992;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1993;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1994;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1995;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1996;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1997;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1998;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;1999;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2000;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2001;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2002;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2003;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2004;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2005;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2006;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2007;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2008;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2009;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2010;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2011;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2012;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2013;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2014;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2015;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2016;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2017;0;052
Araba / Álava;052 Extracción de lignito;Miles de euros;2018;0;052
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1990;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1991;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1992;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1993;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1994;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1995;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1996;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1997;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1998;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;1999;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2000;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2001;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2002;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2003;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2004;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2005;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2006;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2007;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2008;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2009;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2010;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2011;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2012;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2013;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2014;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2015;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2016;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2017;0;061
Araba / Álava;061 Extracción de crudo de petróleo;Miles de euros;2018;0;061
Araba / Álava;062 Extracción de gas natural;Miles de euros;1990;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1991;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1992;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1993;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1994;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1995;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1996;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1997;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1998;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;1999;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2000;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2001;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2002;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2003;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2004;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2005;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2006;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2007;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2008;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2009;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2010;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2011;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2012;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2013;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2014;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2015;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2016;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2017;0;062
Araba / Álava;062 Extracción de gas natural;Miles de euros;2018;0;062
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1990;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1991;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1992;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1993;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1994;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1995;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1996;426;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1997;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1998;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;1999;1;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2000;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2001;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2002;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2003;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2004;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2005;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2006;49;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2007;161;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2008;81;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2009;27;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2010;4;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2011;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2012;4;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2013;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2014;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2015;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2016;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2017;0;071
Araba / Álava;071 Extracción de minerales de hierro;Miles de euros;2018;0;071
Araba / Álava;072 Extracción de minerales metálicos no férreos;Miles de euros;1990;18;072
Araba / Álava;072 Extracción de minerales metálicos no férreos;Miles de euros;1991;0;072
Araba / Álava;072 Extracción de minerales metálicos no férreos;Miles de euros;1992;17;072
Araba / Álava;072 Extracción de minerales metálicos no férreos;Miles de euros;1993;0;072
Araba / Álava;072 Extracción de minerales metálicos no férreos;Miles de euros;1994;1;072
Araba / Álava;072 Extracción de minerales metálicos no férreos;Miles de euros;1995;0;072
